"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_is_done[Released-False]","tests.unit","Mon May 04 08:13:47 UTC 2026","passed","Mon May 04 08:13:47 UTC 2026","","test_metrics","",""
"","0","test_issue_factory_matches_is_done_expectations","tests.component","Mon May 04 08:13:46 UTC 2026","passed","Mon May 04 08:13:46 UTC 2026","","test_contracts","",""
"","0","test_import_app_logging_setup","tests.unit","Mon May 04 08:13:46 UTC 2026","passed","Mon May 04 08:13:46 UTC 2026","","test_imports","",""
"","1","test_setup_logging_attaches_file_handler","tests.unit","Mon May 04 08:13:47 UTC 2026","passed","Mon May 04 08:13:47 UTC 2026","","test_logging_setup","",""
"","2","test_ai_assisted_label_default","tests.unit","Mon May 04 08:13:45 UTC 2026","passed","Mon May 04 08:13:45 UTC 2026","","test_config","",""
"","0","test_timestamp_folder_name_valid_iso","tests.unit","Mon May 04 08:13:47 UTC 2026","passed","Mon May 04 08:13:47 UTC 2026","","test_main_helpers","",""
"","2","test_env_bool_values[0-False]","tests.unit","Mon May 04 08:13:46 UTC 2026","passed","Mon May 04 08:13:46 UTC 2026","","test_config","",""
"Eye button toggles token input between password and text.","221","test_token_show_hide_toggle[chromium]","tests.e2e","Mon May 04 08:14:45 UTC 2026","passed","Mon May 04 08:14:45 UTC 2026","","test_e2e_ui","",""
"URL and email fields are populated from the server config on load.","181","test_fields_prepopulated_from_server_config[chromium]","tests.e2e","Mon May 04 08:14:20 UTC 2026","passed","Mon May 04 08:14:20 UTC 2026","","test_e2e_connection","",""
"","2","test_env_bool_values[no-False]","tests.unit","Mon May 04 08:13:46 UTC 2026","passed","Mon May 04 08:13:46 UTC 2026","","test_config","",""
"","0","test_ai_usage_no_ai_issues","tests.unit","Mon May 04 08:13:47 UTC 2026","passed","Mon May 04 08:13:47 UTC 2026","","test_metrics","",""
"","30","test_ai_assistance_section_hidden_when_section_visibility_false","tests.component","Mon May 04 08:13:47 UTC 2026","passed","Mon May 04 08:13:47 UTC 2026","","test_report_html","",""
"","1","test_estimation_type_default_story_points","tests.unit","Mon May 04 08:13:46 UTC 2026","passed","Mon May 04 08:13:46 UTC 2026","","test_config","",""
"Email and API token must be masked.","1","test_sanitise_error_replaces_email_and_token","tests.unit","Mon May 04 08:13:46 UTC 2026","passed","Mon May 04 08:13:46 UTC 2026","","test_jira_client","",""
"","1","test_delete_schema_refuses_default","tests.unit","Mon May 04 08:13:47 UTC 2026","passed","Mon May 04 08:13:47 UTC 2026","","test_schema","",""
"","0","test_test_connection_empty_body","tests.component","Mon May 04 08:13:53 UTC 2026","passed","Mon May 04 08:13:53 UTC 2026","","test_server","",""
"","0","test_get_labels_missing_fields","tests.unit","Mon May 04 08:13:47 UTC 2026","passed","Mon May 04 08:13:47 UTC 2026","","test_metrics","",""
"Clicking 'New Survey' on the confirmation hides it and shows the form again.","185","test_new_survey_button_returns_to_form[chromium]","tests.e2e","Mon May 04 08:14:17 UTC 2026","passed","Mon May 04 08:14:17 UTC 2026","","test_dau_survey_ui","",""
"A token value that contains '=' characters must be stored verbatim.","1","test_token_with_equals_in_value","tests.component","Mon May 04 08:14:07 UTC 2026","passed","Mon May 04 08:14:07 UTC 2026","TestWriteEnvFields","test_server_config","",""
"When closed sprints span multiple pages, the NEWEST sprints are returned, not the oldest.","0","test_get_sprints_returns_newest_when_paginated","tests.unit","Mon May 04 08:13:46 UTC 2026","passed","Mon May 04 08:13:46 UTC 2026","","test_jira_client","",""
"","0","test_import_app_jira_client","tests.unit","Mon May 04 08:13:46 UTC 2026","passed","Mon May 04 08:13:46 UTC 2026","","test_imports","",""
"Editing schema_name to match an existing entry overwrites that entry (upsert).","4","test_post_schema_rename_collision_overwrites","tests.component","Mon May 04 08:14:05 UTC 2026","passed","Mon May 04 08:14:05 UTC 2026","","test_server","",""
"POST with empty schema dict returns 400 about schema_name.","8","test_post_schema_requires_schema_name","tests.unit","Mon May 04 08:13:47 UTC 2026","passed","Mon May 04 08:13:47 UTC 2026","","test_server_handlers","",""
"","0","test_ai_usage_empty_labels","tests.unit","Mon May 04 08:13:47 UTC 2026","passed","Mon May 04 08:13:47 UTC 2026","","test_metrics","",""
"","2","test_ai_exclude_labels_empty","tests.unit","Mon May 04 08:13:45 UTC 2026","passed","Mon May 04 08:13:45 UTC 2026","","test_config","",""
"GET /api/schemas?name=Nonexistent returns 404.","1","test_get_schema_not_found","tests.component","Mon May 04 08:14:01 UTC 2026","passed","Mon May 04 08:14:01 UTC 2026","","test_server","",""
"","30","test_html_dau_trend_absent_when_empty","tests.component","Mon May 04 08:13:47 UTC 2026","passed","Mon May 04 08:13:47 UTC 2026","","test_dau_report","",""
"","8","test_delete_schema_removes_existing_file","tests.unit","Mon May 04 08:13:47 UTC 2026","passed","Mon May 04 08:13:47 UTC 2026","","test_server_handlers","",""
"","0","test_ai_trend_fallback_uses_tool_labels_when_assisted_label_empty","tests.unit","Mon May 04 08:13:47 UTC 2026","passed","Mon May 04 08:13:47 UTC 2026","","test_metrics","",""
"Same user, different weeks → two records written.","1","test_dedup_different_weeks_both_kept","tests.unit","Mon May 04 08:13:46 UTC 2026","passed","Mon May 04 08:13:46 UTC 2026","","test_dau_normalizer","",""
"","261","test_test_connection_http_error","tests.component","Mon May 04 08:13:53 UTC 2026","passed","Mon May 04 08:13:53 UTC 2026","","test_server","",""
"All required form inputs carry aria-required='true' (NFR-A-003).","129","test_required_fields_have_aria_required[chromium]","tests.e2e","Mon May 04 08:14:57 UTC 2026","passed","Mon May 04 08:14:57 UTC 2026","","test_e2e_ui","",""
