"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When board_statuses is None the default status_mapping is preserved.","1","test_build_schema_from_fields_none_board_statuses_uses_defaults","tests.unit","Mon Apr 27 18:35:18 UTC 2026","passed","Mon Apr 27 18:35:18 UTC 2026","","test_schema","",""
"Accepts timestamps using the 'Z' suffix (via fromisoformat on Python 3.11+).","0","test_derive_iso_week_zulu_suffix","tests.unit","Mon Apr 27 18:35:17 UTC 2026","passed","Mon Apr 27 18:35:17 UTC 2026","","test_dau_normalizer","",""
"","29","test_ai_assistance_section_hidden_when_section_visibility_false","tests.component","Mon Apr 27 18:35:22 UTC 2026","passed","Mon Apr 27 18:35:22 UTC 2026","","test_report_html","",""
"When JIRA_CLOSED_SPRINTS_ONLY=False period 0 is the current partial week (active state).","1","test_fetch_kanban_data_open_sprints_includes_current_week","tests.unit","Mon Apr 27 18:35:17 UTC 2026","passed","Mon Apr 27 18:35:17 UTC 2026","","test_jira_client","",""
"","0","test_ai_trend_row_has_required_keys","tests.component","Mon Apr 27 18:35:21 UTC 2026","passed","Mon Apr 27 18:35:21 UTC 2026","","test_contracts","",""
"","2","test_env_bool_values[1-True]","tests.unit","Mon Apr 27 18:35:17 UTC 2026","passed","Mon Apr 27 18:35:17 UTC 2026","","test_config","",""
"","0","test_is_done[Complete-True]","tests.unit","Mon Apr 27 18:35:18 UTC 2026","passed","Mon Apr 27 18:35:18 UTC 2026","","test_metrics","",""
"","1","test_partial_env_returns_configured_false","tests.component","Mon Apr 27 18:35:45 UTC 2026","passed","Mon Apr 27 18:35:45 UTC 2026","TestGetConfig","test_server_config","",""
"","30","test_project_key_shown_when_present","tests.component","Mon Apr 27 18:35:23 UTC 2026","passed","Mon Apr 27 18:35:23 UTC 2026","","test_report_html","",""
"When get_filter_jql() returns a JQL, config.JIRA_FILTER_JQL is not used.","1","test_fetch_kanban_data_filter_id_jql_takes_precedence_over_config_jql","tests.unit","Mon Apr 27 18:35:17 UTC 2026","passed","Mon Apr 27 18:35:17 UTC 2026","","test_jira_client","",""
"status = Done is always emitted regardless of whether JIRA_FILTER_STATUS is present.","9","test_build_jql_status_always_done","tests.unit","Mon Apr 27 18:35:17 UTC 2026","passed","Mon Apr 27 18:35:17 UTC 2026","","test_filter_handlers","",""
"POST every supported field, then GET and verify each one.","2","test_round_trip_all_fields","tests.component","Mon Apr 27 18:35:56 UTC 2026","passed","Mon Apr 27 18:35:56 UTC 2026","TestPostConfig","test_server_config","",""
"","29","test_filter_name_shown_when_present","tests.component","Mon Apr 27 18:35:22 UTC 2026","passed","Mon Apr 27 18:35:23 UTC 2026","","test_report_html","",""
"","1","test_save_schema_creates_file","tests.unit","Mon Apr 27 18:35:18 UTC 2026","passed","Mon Apr 27 18:35:18 UTC 2026","","test_schema","",""
"","0","test_compute_dau_trend_subdirectory_files","tests.unit","Mon Apr 27 18:35:17 UTC 2026","passed","Mon Apr 27 18:35:17 UTC 2026","","test_dau_metrics","",""
"GET /api/filters always includes the default filter, even after all user filters are removed.","3","test_get_filters_always_includes_default_after_user_delete","tests.component","Mon Apr 27 18:36:01 UTC 2026","passed","Mon Apr 27 18:36:01 UTC 2026","","test_server_filters","",""
"","0","test_write_creates_newline_terminated_file","tests.component","Mon Apr 27 18:35:44 UTC 2026","passed","Mon Apr 27 18:35:44 UTC 2026","TestWriteEnvFields","test_server_config","",""
"Float custom type is detected as story_points.","0","test_build_schema_from_fields_detects_story_points_by_float_type","tests.unit","Mon Apr 27 18:35:18 UTC 2026","passed","Mon Apr 27 18:35:18 UTC 2026","","test_schema","",""
"End-to-end regression for the user-reported bug:

    Sprint 6's velocity should be 18, not 23. The 5-point ticket whose sprint
    field includes Sprint 7 (active, not fetched) must not inflate Sprint 6.
    ","0","test_velocity_excludes_ticket_carried_to_unfetched_active_sprint","tests.unit","Mon Apr 27 18:35:18 UTC 2026","passed","Mon Apr 27 18:35:18 UTC 2026","","test_metrics","",""
"_handle_post_filter() substitutes the schema's team.jql_name in the JQL clause.","9","test_post_filter_uses_schema_team_jql_field","tests.unit","Mon Apr 27 18:35:17 UTC 2026","passed","Mon Apr 27 18:35:17 UTC 2026","","test_filter_handlers","",""
"POST /api/fetch-cert for an unreachable host returns 200 with ok=False.","47","test_fetch_cert_unreachable_host_returns_error","tests.component","Mon Apr 27 18:35:36 UTC 2026","passed","Mon Apr 27 18:35:36 UTC 2026","","test_server","",""
"POST with empty schema dict returns 400 about schema_name.","8","test_post_schema_requires_schema_name","tests.unit","Mon Apr 27 18:35:18 UTC 2026","passed","Mon Apr 27 18:35:18 UTC 2026","","test_server_handlers","",""
"Single-character username triggers the 'at least 2 characters' error.","61","test_username_too_short_shows_error[chromium]","tests.e2e","Mon Apr 27 18:35:38 UTC 2026","passed","Mon Apr 27 18:35:38 UTC 2026","","test_dau_survey_ui","",""
"","1","test_empty_dir_returns_zero_count","tests.unit","Mon Apr 27 18:35:17 UTC 2026","passed","Mon Apr 27 18:35:17 UTC 2026","","test_dau_metrics","",""
"","1","test_star_token_not_overwritten","tests.component","Mon Apr 27 18:35:50 UTC 2026","passed","Mon Apr 27 18:35:50 UTC 2026","TestPostConfig","test_server_config","",""
"Generate Report tab is active by default.","136","test_default_tab_is_generate[chromium]","tests.e2e","Mon Apr 27 18:36:08 UTC 2026","passed","Mon Apr 27 18:36:08 UTC 2026","","test_e2e_ui","",""
"validate_cert() on a missing file returns the error-shape consumed by _handle_cert_status.","0","test_validate_cert_response_has_all_keys_when_missing","tests.component","Mon Apr 27 18:35:21 UTC 2026","passed","Mon Apr 27 18:35:21 UTC 2026","","test_contracts","",""
"","1","test_get_index_html_returns_200","tests.component","Mon Apr 27 18:35:26 UTC 2026","passed","Mon Apr 27 18:35:26 UTC 2026","","test_server","",""
"2026-04-06 (Monday) starts 2026-W15.","0","test_derive_iso_week_week_boundary","tests.unit","Mon Apr 27 18:35:17 UTC 2026","passed","Mon Apr 27 18:35:17 UTC 2026","","test_dau_normalizer","",""
"Estimation type selection persists across page reloads via localStorage (RG-ET-004).","654","test_estimation_type_persists_in_localstorage[chromium]","tests.e2e","Mon Apr 27 18:36:28 UTC 2026","passed","Mon Apr 27 18:36:29 UTC 2026","","test_e2e_ui","",""
"","9","test_handle_generate_emits_error_event_for_nonzero_exit","tests.unit","Mon Apr 27 18:35:18 UTC 2026","passed","Mon Apr 27 18:35:18 UTC 2026","","test_server_handlers","",""
"","1","test_validate_cert_corrupt_file","tests.unit","Mon Apr 27 18:35:16 UTC 2026","passed","Mon Apr 27 18:35:16 UTC 2026","","test_cert_validation","",""
