"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Reports list shows only HTML links, no MD files (RG-RO-003).","140","test_reports_list_links_only_html[chromium]","tests.e2e","Wed May 20 22:06:33 UTC 2026","passed","Wed May 20 22:06:34 UTC 2026","","test_e2e_ui","",""
"GET /api/version returns {""ok"": true, ""version"": ""<semver>""} matching pyproject.toml.","2","test_get_version_returns_ok_and_version","tests.component","Wed May 20 22:05:47 UTC 2026","passed","Wed May 20 22:05:47 UTC 2026","","test_server","",""
"Eye button toggles token input between password and text.","225","test_token_show_hide_toggle[chromium]","tests.e2e","Wed May 20 22:06:25 UTC 2026","passed","Wed May 20 22:06:25 UTC 2026","","test_e2e_ui","",""
"Save button becomes enabled after all fields filled and Test Connection succeeds.","240","test_save_enabled_after_successful_test_connection[chromium]","tests.e2e","Wed May 20 22:06:05 UTC 2026","passed","Wed May 20 22:06:06 UTC 2026","","test_e2e_connection","",""
"Only fields present in the server config are filled; absent fields remain empty.","147","test_partial_config_populates_only_present_fields[chromium]","tests.e2e","Wed May 20 22:06:04 UTC 2026","passed","Wed May 20 22:06:04 UTC 2026","","test_e2e_connection","",""
"The generated report shows only the 2 filtered sprints with correct velocity and AI%.","0","test_report_renders_velocity_and_ai_metrics_for_sprint_filter[chromium]","tests.e2e","Wed May 20 22:06:21 UTC 2026","broken","Wed May 20 22:06:21 UTC 2026","","test_e2e_report_content","",""
"#filter-name-select shows '— New filter —' plus every saved filter (default tagged).","170","test_filter_name_dropdown_lists_existing_filters[chromium]","tests.e2e","Wed May 20 22:06:18 UTC 2026","passed","Wed May 20 22:06:18 UTC 2026","","test_e2e_filters","",""
"Sprint filter + active sprint + count cap: velocity and AI% values appear in the HTML report.","12","test_main_pipeline_sprint_filter_with_velocity_and_ai_metrics","tests.integration","Wed May 20 22:05:30 UTC 2026","broken","Wed May 20 22:05:30 UTC 2026","","test_integration","",""
"Fetch Certificate button shows 'Refresh Certificate' text when a valid cert exists.","162","test_fetch_cert_button_label_is_refresh_when_cert_valid[chromium]","tests.e2e","Wed May 20 22:06:13 UTC 2026","passed","Wed May 20 22:06:13 UTC 2026","","test_e2e_connection","",""
"Clicking Fetch Certificate without a Jira URL shows a warning in the cert log.","187","test_fetch_cert_requires_url_to_be_filled[chromium]","tests.e2e","Wed May 20 22:06:13 UTC 2026","passed","Wed May 20 22:06:13 UTC 2026","","test_e2e_connection","",""
"When POST /api/fetch-cert returns ok=false, the error message appears in the cert log.","239","test_fetch_cert_failure_shows_error_in_log[chromium]","tests.e2e","Wed May 20 22:06:14 UTC 2026","passed","Wed May 20 22:06:14 UTC 2026","","test_e2e_connection","",""
"All three fields are empty when server config returns no values.","168","test_fields_empty_when_config_not_configured[chromium]","tests.e2e","Wed May 20 22:06:03 UTC 2026","passed","Wed May 20 22:06:04 UTC 2026","","test_e2e_connection","",""
"After submit the mocked FS receives valid JSON with all required fields.","135","test_submit_writes_valid_json_to_mocked_fs[chromium]","tests.e2e","Wed May 20 22:05:57 UTC 2026","passed","Wed May 20 22:05:57 UTC 2026","","test_dau_survey_ui","",""
"Clicking Filter tab shows its panel and hides others.","176","test_click_filter_tab[chromium]","tests.e2e","Wed May 20 22:06:23 UTC 2026","passed","Wed May 20 22:06:24 UTC 2026","","test_e2e_ui","",""
"Badge shows 'Error' and mentions authentication failure for a 401 response.","242","test_badge_shows_error_on_401[chromium]","tests.e2e","Wed May 20 22:06:04 UTC 2026","passed","Wed May 20 22:06:05 UTC 2026","","test_e2e_connection","",""
"","2","test_create_client_returns_jira_instance","tests.unit","Wed May 20 22:05:47 UTC 2026","passed","Wed May 20 22:05:47 UTC 2026","","test_jira_client","",""
"Save Filter with empty fields shows error in filter log.","249","test_save_filter_missing_required_fields[chromium]","tests.e2e","Wed May 20 22:06:26 UTC 2026","passed","Wed May 20 22:06:26 UTC 2026","","test_e2e_ui","",""
"Save is disabled on page load when no config is set.","160","test_save_button_disabled_on_load_with_empty_config[chromium]","tests.e2e","Wed May 20 22:06:02 UTC 2026","passed","Wed May 20 22:06:03 UTC 2026","","test_e2e_connection","",""
"Start server.py subprocess on an OS-assigned port, poll until ready, GET / → 200.","529","test_server_health_check","tests.integration","Wed May 20 22:05:27 UTC 2026","passed","Wed May 20 22:05:28 UTC 2026","","test_cli_server","",""
"Badge shows 'Certificate unreadable' (error) when cert-status returns an error key.","160","test_cert_badge_shows_unreadable_on_error[chromium]","tests.e2e","Wed May 20 22:06:12 UTC 2026","passed","Wed May 20 22:06:12 UTC 2026","","test_e2e_connection","",""
"All required-star spans carry aria-hidden='true' (NFR-A-004).","129","test_decorative_icons_have_aria_hidden[chromium]","tests.e2e","Wed May 20 22:06:34 UTC 2026","passed","Wed May 20 22:06:34 UTC 2026","","test_e2e_ui","",""
"Version badge in dau_survey.html header is populated when served via HTTP (NFR-U-006).","52","test_dau_survey_header_shows_version_badge[chromium]","tests.e2e","Wed May 20 22:06:35 UTC 2026","passed","Wed May 20 22:06:35 UTC 2026","","test_e2e_version","",""
"python main.py --clean → exit 0.","340","test_cli_clean_via_subprocess","tests.integration","Wed May 20 22:05:47 UTC 2026","failed","Wed May 20 22:05:47 UTC 2026","","test_cli_server","",""
"Saved filename follows dau_<username>_<timestamp>.json pattern (DAU-F-014).","141","test_filename_matches_dau_username_timestamp_pattern[chromium]","tests.e2e","Wed May 20 22:05:58 UTC 2026","passed","Wed May 20 22:05:58 UTC 2026","","test_dau_survey_ui","",""
"Saved JSON must NOT contain 'week' — it is derived server-side during normalization.","137","test_survey_payload_has_no_week_field[chromium]","tests.e2e","Wed May 20 22:05:58 UTC 2026","passed","Wed May 20 22:05:58 UTC 2026","","test_dau_survey_ui","",""
"The User Email label has a visible red asterisk.","160","test_required_star_visible_on_email_label[chromium]","tests.e2e","Wed May 20 22:06:02 UTC 2026","passed","Wed May 20 22:06:02 UTC 2026","","test_e2e_connection","",""
"'Settings saved' flash appears after clicking Save.","273","test_save_shows_flash_confirmation[chromium]","tests.e2e","Wed May 20 22:06:08 UTC 2026","passed","Wed May 20 22:06:08 UTC 2026","","test_e2e_connection","",""
"","41","test_get_root_returns_200","tests.component","Wed May 20 22:05:47 UTC 2026","passed","Wed May 20 22:05:47 UTC 2026","","test_server","",""
"Project type selection persists across page reloads via localStorage (RG-PT-004).","597","test_project_type_persists_in_localstorage[chromium]","tests.e2e","Wed May 20 22:06:31 UTC 2026","passed","Wed May 20 22:06:31 UTC 2026","","test_e2e_ui","",""
"Filter Builder tab shows SCRUM / KANBAN radio buttons (RG-PT-001).","156","test_project_type_radios_visible[chromium]","tests.e2e","Wed May 20 22:06:30 UTC 2026","passed","Wed May 20 22:06:30 UTC 2026","","test_e2e_ui","",""
"URL and email fields are re-populated from server config after a page reload.","263","test_saved_credentials_prefill_on_reload[chromium]","tests.e2e","Wed May 20 22:06:11 UTC 2026","passed","Wed May 20 22:06:11 UTC 2026","","test_e2e_connection","",""
"Survey form is visible and the confirmation screen is hidden on load.","48","test_form_visible_and_confirmation_hidden_on_load[chromium]","tests.e2e","Wed May 20 22:05:55 UTC 2026","passed","Wed May 20 22:05:55 UTC 2026","","test_dau_survey_ui","",""
"Username containing a space shows an inline error.","50","test_username_rejects_space[chromium]","tests.e2e","Wed May 20 22:05:56 UTC 2026","passed","Wed May 20 22:05:56 UTC 2026","","test_dau_survey_ui","",""
"Editing the token field after a successful test resets connectedOk and disables Save.","243","test_save_disabled_after_editing_token_following_success[chromium]","tests.e2e","Wed May 20 22:06:07 UTC 2026","passed","Wed May 20 22:06:07 UTC 2026","","test_e2e_connection","",""
"","0","test_fetch_cert_exits_when_url_empty","tests.integration","Wed May 20 22:05:28 UTC 2026","passed","Wed May 20 22:05:28 UTC 2026","","test_fetch_ssl_cert","",""
"Invalid JSON surfaces a parse error in the log output and blocks the POST.","177","test_schema_invalid_json_shows_error[chromium]","tests.e2e","Wed May 20 22:06:22 UTC 2026","passed","Wed May 20 22:06:22 UTC 2026","","test_e2e_schema_ui","",""
"python main.py with empty env → exit 1, stderr contains error.","299","test_cli_no_credentials_via_subprocess","tests.integration","Wed May 20 22:05:27 UTC 2026","failed","Wed May 20 22:05:27 UTC 2026","","test_cli_server","",""
"URL and email fields are populated from the server config on load.","155","test_fields_prepopulated_from_server_config[chromium]","tests.e2e","Wed May 20 22:06:03 UTC 2026","passed","Wed May 20 22:06:03 UTC 2026","","test_e2e_connection","",""
"Username containing '_' shows an inline error and gets is-error class.","48","test_username_rejects_underscore[chromium]","tests.e2e","Wed May 20 22:05:56 UTC 2026","passed","Wed May 20 22:05:56 UTC 2026","","test_dau_survey_ui","",""
"Badge shows 'Expiring soon · Nd' (warning) when days_remaining <= 7.","164","test_cert_badge_shows_expiring_soon[chromium]","tests.e2e","Wed May 20 22:06:12 UTC 2026","passed","Wed May 20 22:06:12 UTC 2026","","test_e2e_connection","",""
"Save button stays disabled when Test Connection returns an error.","226","test_save_remains_disabled_after_failed_test_connection[chromium]","tests.e2e","Wed May 20 22:06:06 UTC 2026","passed","Wed May 20 22:06:06 UTC 2026","","test_e2e_connection","",""
"The Default_Jira_Filter list item does not contain a Remove button.","168","test_default_filter_has_no_remove_button[chromium]","tests.e2e","Wed May 20 22:06:16 UTC 2026","passed","Wed May 20 22:06:17 UTC 2026","","test_e2e_filters","",""
"Filter Builder tab shows StoryPoints / JiraTickets radio buttons (RG-ET-001).","145","test_estimation_type_radios_visible[chromium]","tests.e2e","Wed May 20 22:06:30 UTC 2026","passed","Wed May 20 22:06:30 UTC 2026","","test_e2e_ui","",""
"ArrowDown key moves selection from the first to the second radio card.","56","test_radio_card_keyboard_navigation[chromium]","tests.e2e","Wed May 20 22:05:57 UTC 2026","passed","Wed May 20 22:05:57 UTC 2026","","test_dau_survey_ui","",""
"Verify test-connection returns the expected JSON shape for an error response.","173","test_server_test_connection_json_shape","tests.integration","Wed May 20 22:05:28 UTC 2026","passed","Wed May 20 22:05:28 UTC 2026","","test_integration","",""
"Selecting a filter that has JIRA_PROJECT auto-expands the JQL Builder section.","181","test_loading_filter_with_project_opens_jql_builder[chromium]","tests.e2e","Wed May 20 22:06:20 UTC 2026","passed","Wed May 20 22:06:20 UTC 2026","","test_e2e_filters","",""
"Full pipeline: name filter + active sprint included + count cap — only 2 sprints in report.","12","test_main_pipeline_sprint_name_filter_with_active_and_count_cap","tests.integration","Wed May 20 22:05:30 UTC 2026","broken","Wed May 20 22:05:30 UTC 2026","","test_integration","",""
"","0","test_import_app_report_md","tests.unit","Wed May 20 22:05:47 UTC 2026","passed","Wed May 20 22:05:47 UTC 2026","","test_imports","",""
"Clicking Remove on a user filter calls DELETE and re-renders the list without that entry.","223","test_remove_filter_updates_list[chromium]","tests.e2e","Wed May 20 22:06:17 UTC 2026","passed","Wed May 20 22:06:17 UTC 2026","","test_e2e_filters","",""
"All three tab buttons are present in the tab bar.","114","test_all_three_tabs_visible[chromium]","tests.e2e","Wed May 20 22:06:23 UTC 2026","passed","Wed May 20 22:06:23 UTC 2026","","test_e2e_ui","",""
"Version badge in index.html header is populated after page load (NFR-U-006).","114","test_index_header_shows_version_badge[chromium]","tests.e2e","Wed May 20 22:06:34 UTC 2026","passed","Wed May 20 22:06:34 UTC 2026","","test_e2e_version","",""
"Badge shows 'Valid' (success) when cert exists, is valid, and expires in > 7 days.","161","test_cert_badge_shows_valid_when_cert_valid[chromium]","tests.e2e","Wed May 20 22:06:11 UTC 2026","passed","Wed May 20 22:06:11 UTC 2026","","test_e2e_connection","",""
"","1","test_fetch_cert_creates_certs_dir","tests.integration","Wed May 20 22:05:28 UTC 2026","passed","Wed May 20 22:05:28 UTC 2026","","test_fetch_ssl_cert","",""
"Submit button is disabled before any fields are filled.","41","test_submit_button_initially_disabled[chromium]","tests.e2e","Wed May 20 22:05:55 UTC 2026","passed","Wed May 20 22:05:55 UTC 2026","","test_dau_survey_ui","",""
"When showDirectoryPicker is undefined the app uses browser download (DAU-F-011).","134","test_fs_api_unavailable_falls_back_to_download[chromium]","tests.e2e","Wed May 20 22:05:59 UTC 2026","passed","Wed May 20 22:05:59 UTC 2026","","test_dau_survey_ui","",""
"POST /api/filters body.params.schema_name equals the dropdown value — not localStorage.","247","test_save_sends_schema_from_filter_dropdown[chromium]","tests.e2e","Wed May 20 22:06:19 UTC 2026","passed","Wed May 20 22:06:19 UTC 2026","","test_e2e_filters","",""
"Single-character username triggers the 'at least 2 characters' error.","49","test_username_too_short_shows_error[chromium]","tests.e2e","Wed May 20 22:05:56 UTC 2026","passed","Wed May 20 22:05:56 UTC 2026","","test_dau_survey_ui","",""
"","1","test_import_app_jira_client","tests.unit","Wed May 20 22:05:47 UTC 2026","passed","Wed May 20 22:05:47 UTC 2026","","test_imports","",""
"Generate button is disabled when all metric checkboxes are unchecked (RG-MT-006).","378","test_generate_button_disabled_when_all_metrics_unchecked[chromium]","tests.e2e","Wed May 20 22:06:33 UTC 2026","passed","Wed May 20 22:06:33 UTC 2026","","test_e2e_ui","",""
"Verify generate endpoint returns SSE-formatted response.","310","test_server_generate_sse_format","tests.integration","Wed May 20 22:05:29 UTC 2026","passed","Wed May 20 22:05:29 UTC 2026","","test_integration","",""
"Clicking Fetch Certificate logs success and updates the badge to 'Valid'.","195","test_fetch_cert_button_success[chromium]","tests.e2e","Wed May 20 22:06:29 UTC 2026","passed","Wed May 20 22:06:30 UTC 2026","","test_e2e_ui","",""
"Saving a filter with valid inputs shows JQL and adds to list.","309","test_save_filter_success[chromium]","tests.e2e","Wed May 20 22:06:27 UTC 2026","passed","Wed May 20 22:06:27 UTC 2026","","test_e2e_ui","",""
"Timestamp in saved JSON must be ISO 8601 +00:00 format, no milliseconds.","138","test_submit_timestamp_format[chromium]","tests.e2e","Wed May 20 22:05:58 UTC 2026","passed","Wed May 20 22:05:58 UTC 2026","","test_dau_survey_ui","",""
"Clicking Test Connection with empty fields shows error badge without hitting the server.","214","test_badge_shows_error_when_fields_empty[chromium]","tests.e2e","Wed May 20 22:06:05 UTC 2026","passed","Wed May 20 22:06:05 UTC 2026","","test_e2e_connection","",""
"When saving with a newly typed token, the POST payload contains the typed token verbatim.

    The server pre-loads URL and email (JIRA_API_TOKEN='***' → hasServerToken=true). The user
    types a new token, passes Test Connection, then saves. JIRA_API_TOKEN in the POST body must
    be the new token value, not '***'.
    ","244","test_save_with_new_token_sends_real_token[chromium]","tests.e2e","Wed May 20 22:06:08 UTC 2026","passed","Wed May 20 22:06:09 UTC 2026","","test_e2e_connection","",""
"Badge shows 'Certificate expired' (error) when cert exists but valid=false.","161","test_cert_badge_shows_expired_when_cert_invalid[chromium]","tests.e2e","Wed May 20 22:06:12 UTC 2026","passed","Wed May 20 22:06:12 UTC 2026","","test_e2e_connection","",""
"After Save, field values are stored in localStorage.","280","test_save_persists_values_to_localstorage[chromium]","tests.e2e","Wed May 20 22:06:09 UTC 2026","passed","Wed May 20 22:06:10 UTC 2026","","test_e2e_connection","",""
"Badge shows 'Error' and mentions access denied for a 403 response.","226","test_badge_shows_error_on_403[chromium]","tests.e2e","Wed May 20 22:06:05 UTC 2026","passed","Wed May 20 22:06:05 UTC 2026","","test_e2e_connection","",""
"No credentials → exit 1 with error message.","12","test_main_pipeline_config_fail","tests.integration","Wed May 20 22:05:28 UTC 2026","broken","Wed May 20 22:05:28 UTC 2026","","test_integration","",""
"Schema Setup tab sits between Jira Connection and Filter Builder.","169","test_schema_tab_visible_between_connection_and_filter[chromium]","tests.e2e","Wed May 20 22:06:21 UTC 2026","passed","Wed May 20 22:06:21 UTC 2026","","test_e2e_schema_ui","",""
"When JIRA_API_TOKEN is saved on the server ('***') and the user leaves the token field
    empty, Test Connection proceeds (hasServerToken=true bypasses the empty-token guard) and
    Save POSTs '***' as JIRA_API_TOKEN — signaling the server to keep the existing stored token.
    ","248","test_save_with_server_token_sends_star_token[chromium]","tests.e2e","Wed May 20 22:06:09 UTC 2026","passed","Wed May 20 22:06:09 UTC 2026","","test_e2e_connection","",""
"The Jira URL label has a visible red asterisk marking it as required.","171","test_required_star_visible_on_jira_url_label[chromium]","tests.e2e","Wed May 20 22:06:01 UTC 2026","passed","Wed May 20 22:06:02 UTC 2026","","test_e2e_connection","",""
"Mock jira_client functions, call main.main(), verify HTML/MD files are created.","14","test_main_pipeline_success","tests.integration","Wed May 20 22:05:50 UTC 2026","broken","Wed May 20 22:05:50 UTC 2026","","test_integration","",""
"On page load with an empty filter-name field, the input is set to Default_Jira_Filter_<YYYY-MM-DD>.","230","test_filter_name_prepopulated_on_empty_load[chromium]","tests.e2e","Wed May 20 22:06:15 UTC 2026","passed","Wed May 20 22:06:15 UTC 2026","","test_e2e_filters","",""
"Changing #filter-schema-select leaves localStorage.jira_schema_name untouched.","171","test_filter_builder_schema_does_not_write_localstorage[chromium]","tests.e2e","Wed May 20 22:06:19 UTC 2026","passed","Wed May 20 22:06:19 UTC 2026","","test_e2e_filters","",""
"Version badge text matches semver format vX.Y.Z on dau_survey.html.","45","test_dau_survey_version_badge_text_matches_semver[chromium]","tests.e2e","Wed May 20 22:06:35 UTC 2026","passed","Wed May 20 22:06:35 UTC 2026","","test_e2e_version","",""
"Version badge text matches semver format vX.Y.Z on index.html.","107","test_index_version_badge_text_matches_semver[chromium]","tests.e2e","Wed May 20 22:06:35 UTC 2026","passed","Wed May 20 22:06:35 UTC 2026","","test_e2e_version","",""
"Clicking 'New Survey' on the confirmation hides it and shows the form again.","177","test_new_survey_button_returns_to_form[chromium]","tests.e2e","Wed May 20 22:05:59 UTC 2026","passed","Wed May 20 22:05:59 UTC 2026","","test_dau_survey_ui","",""
"Complete positive user journey: configure → filter → preview → generate.","559","test_positive_end_to_end_flow[chromium]","tests.e2e","Wed May 20 22:06:35 UTC 2026","passed","Wed May 20 22:06:36 UTC 2026","","test_positive_e2e_flow","",""
"Selecting Default_Jira_Cloud loads its JSON into the editor.","149","test_schema_load_into_editor_on_select[chromium]","tests.e2e","Wed May 20 22:06:21 UTC 2026","passed","Wed May 20 22:06:21 UTC 2026","","test_e2e_schema_ui","",""
"Clear button empties the log output panel.","414","test_log_clear_button[chromium]","tests.e2e","Wed May 20 22:06:28 UTC 2026","passed","Wed May 20 22:06:29 UTC 2026","","test_e2e_ui","",""
"AbortError from showDirectoryPicker leaves the form visible (DAU-F-012).","130","test_fs_api_abort_keeps_form_intact[chromium]","tests.e2e","Wed May 20 22:05:59 UTC 2026","passed","Wed May 20 22:05:59 UTC 2026","","test_dau_survey_ui","",""
"Progress count advances 1 → 2 → 3 as each field is completed.","93","test_progress_increments_with_each_field[chromium]","tests.e2e","Wed May 20 22:05:56 UTC 2026","passed","Wed May 20 22:05:56 UTC 2026","","test_dau_survey_ui","",""
"Switching back to '— New filter —' unhides the name input and clears every param field.","198","test_new_filter_option_resets_form[chromium]","tests.e2e","Wed May 20 22:06:18 UTC 2026","passed","Wed May 20 22:06:19 UTC 2026","","test_e2e_filters","",""
"","2","test_fetch_cert_overwrites_existing","tests.integration","Wed May 20 22:05:28 UTC 2026","passed","Wed May 20 22:05:28 UTC 2026","","test_fetch_ssl_cert","",""
"","0","test_import_app_report_html","tests.unit","Wed May 20 22:05:47 UTC 2026","passed","Wed May 20 22:05:47 UTC 2026","","test_imports","",""
"When /api/cert-status reports a valid cert, the badge shows 'Valid'.","149","test_cert_status_badge_valid_cert[chromium]","tests.e2e","Wed May 20 22:06:29 UTC 2026","passed","Wed May 20 22:06:29 UTC 2026","","test_e2e_ui","",""
"Generate tab shows metric toggle checkboxes, all checked by default (RG-MT-001).","202","test_metric_toggle_checkboxes_visible[chromium]","tests.e2e","Wed May 20 22:06:30 UTC 2026","passed","Wed May 20 22:06:30 UTC 2026","","test_e2e_ui","",""
"Clicking the second radio card adds 'selected' only to that card.","81","test_radio_card_click_marks_it_selected[chromium]","tests.e2e","Wed May 20 22:05:57 UTC 2026","passed","Wed May 20 22:05:57 UTC 2026","","test_dau_survey_ui","",""
"","1","test_fetch_sprint_data_orchestration","tests.unit","Wed May 20 22:05:47 UTC 2026","passed","Wed May 20 22:05:47 UTC 2026","","test_jira_client","",""
"Page loads with the correct <title> and <h1>.","58","test_survey_page_loads_with_title[chromium]","tests.e2e","Wed May 20 22:05:55 UTC 2026","passed","Wed May 20 22:05:55 UTC 2026","","test_dau_survey_ui","",""
"#btn-save-jira-filter is disabled when Default_Jira_Filter is picked; re-enables otherwise.","183","test_save_disabled_when_default_filter_selected[chromium]","tests.e2e","Wed May 20 22:06:20 UTC 2026","passed","Wed May 20 22:06:20 UTC 2026","","test_e2e_filters","",""
"Badge transitions to 'Connected' after a successful Test Connection.","235","test_badge_shows_connected_on_success[chromium]","tests.e2e","Wed May 20 22:06:04 UTC 2026","passed","Wed May 20 22:06:04 UTC 2026","","test_e2e_connection","",""
"Import main.py via importlib without executing it — confirms 'from app import ...' resolves.","15","test_main_imports_resolve","tests.unit","Wed May 20 22:05:47 UTC 2026","broken","Wed May 20 22:05:47 UTC 2026","","test_imports","",""
"Delete button is disabled when Default_Jira_Cloud is selected.","144","test_schema_delete_button_disabled_for_default[chromium]","tests.e2e","Wed May 20 22:06:22 UTC 2026","passed","Wed May 20 22:06:22 UTC 2026","","test_e2e_schema_ui","",""
"Filling valid inputs, testing connection, then clicking Save shows confirmation flash.","264","test_save_connection_valid_inputs[chromium]","tests.e2e","Wed May 20 22:06:24 UTC 2026","passed","Wed May 20 22:06:24 UTC 2026","","test_e2e_ui","",""
"Non-AbortError from showDirectoryPicker silently falls back to download (DAU-F-013).","191","test_fs_api_non_abort_error_falls_back_to_download[chromium]","tests.e2e","Wed May 20 22:05:59 UTC 2026","passed","Wed May 20 22:05:59 UTC 2026","","test_dau_survey_ui","",""
"Generate with a filter triggers SSE, shows log output, re-enables button.","378","test_generate_with_filter_sse_streaming[chromium]","tests.e2e","Wed May 20 22:06:28 UTC 2026","passed","Wed May 20 22:06:28 UTC 2026","","test_e2e_ui","",""
"Editing the email field after a successful test resets connectedOk and disables Save.","246","test_save_disabled_after_editing_email_following_success[chromium]","tests.e2e","Wed May 20 22:06:06 UTC 2026","passed","Wed May 20 22:06:07 UTC 2026","","test_e2e_connection","",""
"","2","test_validate_config_all_set","tests.unit","Wed May 20 22:05:50 UTC 2026","passed","Wed May 20 22:05:50 UTC 2026","","test_config","",""
"Username is persisted in localStorage when submit succeeds.","137","test_username_saved_to_localstorage_after_submit[chromium]","tests.e2e","Wed May 20 22:05:58 UTC 2026","passed","Wed May 20 22:05:58 UTC 2026","","test_dau_survey_ui","",""
"","12","test_main_clean_removes_reports","tests.integration","Wed May 20 22:05:28 UTC 2026","broken","Wed May 20 22:05:28 UTC 2026","","test_integration","",""
"Invalid URL: Test Connection still proceeds but Jira call fails; Save remains disabled.","277","test_validation_error_invalid_url[chromium]","tests.e2e","Wed May 20 22:06:25 UTC 2026","passed","Wed May 20 22:06:25 UTC 2026","","test_e2e_ui","",""
"ArrowRight on a focused tab activates the next tab.","153","test_keyboard_arrow_right_navigation[chromium]","tests.e2e","Wed May 20 22:06:24 UTC 2026","passed","Wed May 20 22:06:24 UTC 2026","","test_e2e_ui","",""
"Progress label shows '0 of 3 answered' and bar width is 0% on load.","62","test_progress_starts_at_zero[chromium]","tests.e2e","Wed May 20 22:05:55 UTC 2026","passed","Wed May 20 22:05:56 UTC 2026","","test_dau_survey_ui","",""
"Editing the URL field after a successful test resets connectedOk and disables Save.","245","test_save_disabled_after_editing_url_following_success[chromium]","tests.e2e","Wed May 20 22:06:06 UTC 2026","passed","Wed May 20 22:06:06 UTC 2026","","test_e2e_connection","",""
"Full positive E2E: Fetch Certificate → badge transitions from 'No certificate' to 'Valid'.

    Steps: load with no cert → badge neutral → fill URL → click Fetch Certificate
    → /api/fetch-cert returns ok=true → /api/cert-status re-polled → badge shows 'Valid'.
    Covers JCR-SSL-006.
    ","256","test_positive_e2e_fetch_cert_then_badge_shows_valid[chromium]","tests.e2e","Wed May 20 22:06:15 UTC 2026","passed","Wed May 20 22:06:15 UTC 2026","","test_e2e_connection","",""
"When /api/cert-status reports no cert, the badge shows 'No certificate'.","156","test_cert_status_badge_no_cert[chromium]","tests.e2e","Wed May 20 22:06:29 UTC 2026","passed","Wed May 20 22:06:29 UTC 2026","","test_e2e_ui","",""
"","0","test_fetch_cert_exits_on_os_error","tests.integration","Wed May 20 22:05:28 UTC 2026","passed","Wed May 20 22:05:28 UTC 2026","","test_fetch_ssl_cert","",""
"A username stored in localStorage is pre-filled in the input on load.","42","test_username_restored_from_localstorage_on_page_load[chromium]","tests.e2e","Wed May 20 22:05:58 UTC 2026","passed","Wed May 20 22:05:58 UTC 2026","","test_dau_survey_ui","",""
"","0","test_file_created","tests.component","Wed May 20 22:05:48 UTC 2026","passed","Wed May 20 22:05:48 UTC 2026","","test_report_md","",""
