"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_import_app_config","tests.unit","Mon May 11 12:12:59 UTC 2026","passed","Mon May 11 12:12:59 UTC 2026","","test_imports","",""
"Email and API token must be masked.","0","test_sanitise_error_replaces_email_and_token","tests.unit","Mon May 11 12:13:00 UTC 2026","passed","Mon May 11 12:13:00 UTC 2026","","test_jira_client","",""
"","0","test_get_active_schema_by_name","tests.unit","Mon May 11 12:13:00 UTC 2026","passed","Mon May 11 12:13:00 UTC 2026","","test_schema","",""
"","0","test_get_active_schema_hardcoded_uses_builtin_story_points","tests.unit","Mon May 11 12:13:00 UTC 2026","passed","Mon May 11 12:13:00 UTC 2026","","test_schema","",""
"","0","test_import_app_report_md","tests.unit","Mon May 11 12:12:59 UTC 2026","passed","Mon May 11 12:12:59 UTC 2026","","test_imports","",""
"Updating JIRA_URL must not disturb JIRA_EMAIL or JIRA_API_TOKEN.","1","test_preserves_other_credential_keys_when_updating_url","tests.component","Mon May 11 12:13:18 UTC 2026","passed","Mon May 11 12:13:18 UTC 2026","TestWriteEnvFields","test_server_config","",""
"","0","test_is_done[Complete-True]","tests.unit","Mon May 11 12:13:00 UTC 2026","passed","Mon May 11 12:13:00 UTC 2026","","test_metrics","",""
"","0","test_creates_normalized_dir_if_missing","tests.unit","Mon May 11 12:12:59 UTC 2026","passed","Mon May 11 12:12:59 UTC 2026","","test_dau_normalizer","",""
"","1","test_md_report_sprint_issues_absent_when_no_data","tests.component","Mon May 11 12:12:58 UTC 2026","passed","Mon May 11 12:12:58 UTC 2026","","test_report_md","",""
"","1","test_get_unknown_returns_404","tests.component","Mon May 11 12:13:00 UTC 2026","passed","Mon May 11 12:13:00 UTC 2026","","test_server","",""
"POST /api/fetch-cert with empty url and no JIRA_URL fallback returns HTTP 400.","1","test_fetch_cert_missing_url_returns_400","tests.component","Mon May 11 12:13:09 UTC 2026","passed","Mon May 11 12:13:09 UTC 2026","","test_server","",""
"","1","test_creates_env_from_scratch_when_both_absent","tests.component","Mon May 11 12:13:26 UTC 2026","passed","Mon May 11 12:13:26 UTC 2026","TestPostConfig","test_server_config","",""
"","9","test_handle_test_connection_uses_custom_ssl_context","tests.unit","Mon May 11 12:13:00 UTC 2026","passed","Mon May 11 12:13:00 UTC 2026","","test_server_handlers","",""
"GET /api/schemas returns ok:true with a schemas list.","1","test_get_schemas_returns_list","tests.component","Mon May 11 12:13:11 UTC 2026","passed","Mon May 11 12:13:11 UTC 2026","","test_server","",""
"GET /api/reports returns folders sorted newest-first with ts/html_file/md_file keys.","1","test_get_reports_returns_sorted_list","tests.component","Mon May 11 12:13:07 UTC 2026","passed","Mon May 11 12:13:07 UTC 2026","","test_server","",""
"","0","test_sprint_issue_details_empty_sprint","tests.unit","Mon May 11 12:13:00 UTC 2026","passed","Mon May 11 12:13:00 UTC 2026","","test_metrics","",""
"","25","test_file_created","tests.component","Mon May 11 12:12:57 UTC 2026","passed","Mon May 11 12:12:57 UTC 2026","","test_report_html","",""
"","1","test_fetch_sprint_data_skips_sprints_without_id","tests.unit","Mon May 11 12:13:00 UTC 2026","passed","Mon May 11 12:13:00 UTC 2026","","test_jira_client","",""
"POST with fields not being an object returns 400.","8","test_post_schema_requires_dict_fields","tests.unit","Mon May 11 12:13:00 UTC 2026","passed","Mon May 11 12:13:00 UTC 2026","","test_server_handlers","",""
"","0","test_success_level_message_written_to_file","tests.unit","Mon May 11 12:13:00 UTC 2026","passed","Mon May 11 12:13:00 UTC 2026","","test_logging_setup","",""
