"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30","test_ai_assistance_chart_canvas_present","tests.component","Wed May 06 12:57:35 UTC 2026","passed","Wed May 06 12:57:35 UTC 2026","","test_report_html","",""
"Full positive E2E: Fetch Certificate → badge transitions from 'No certificate' to 'Valid'.

    Steps: load with no cert → badge neutral → fill URL → click Fetch Certificate
    → /api/fetch-cert returns ok=true → /api/cert-status re-polled → badge shows 'Valid'.
    Covers JCR-SSL-006.
    ","308","test_positive_e2e_fetch_cert_then_badge_shows_valid[chromium]","tests.e2e","Wed May 06 12:58:52 UTC 2026","passed","Wed May 06 12:58:52 UTC 2026","","test_e2e_connection","",""
"","30","test_title_present","tests.component","Wed May 06 12:57:35 UTC 2026","passed","Wed May 06 12:57:35 UTC 2026","","test_report_html","",""
"","0","test_build_metrics_dict_generated_at_is_iso","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_metrics","",""
"","0","test_import_app_report_html","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_imports","",""
"","1","test_setup_logging_log_filename_matches_pattern","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_logging_setup","",""
"Generate button is disabled when all metric checkboxes are unchecked (RG-MT-006).","546","test_generate_button_disabled_when_all_metrics_unchecked[chromium]","tests.e2e","Wed May 06 12:59:20 UTC 2026","passed","Wed May 06 12:59:20 UTC 2026","","test_e2e_ui","",""
"Email and API token must be masked.","0","test_sanitise_error_replaces_email_and_token","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_jira_client","",""
"","0","test_is_done_custom_statuses_case_insensitive","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_metrics","",""
"_handle_delete_filter() returns ok=False for an unknown slug.","6","test_delete_unknown_slug_returns_not_found","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_filter_handlers","",""
"AI labels live per-filter in jira_filters.json — they are not part of
        the global /api/config response, even when present in env files.","2","test_ai_label_fields_never_returned","tests.component","Wed May 06 12:58:08 UTC 2026","passed","Wed May 06 12:58:08 UTC 2026","TestGetConfigExtended","test_server_config","",""
"Fetch Certificate button shows 'Fetch Certificate' text when no cert exists.","160","test_fetch_cert_button_label_is_fetch_when_no_cert[chromium]","tests.e2e","Wed May 06 12:58:50 UTC 2026","passed","Wed May 06 12:58:50 UTC 2026","","test_e2e_connection","",""
"_build_jql_from_params() produces correct JQL clauses for each param combination.","6","test_build_jql_from_params[params4-type IN (Story, Bug)-None]","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_filter_handlers","",""
"","0","test_get_sprints_sorted_desc_by_start_date","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_jira_client","",""
"","31","test_chart_canvas_present_when_velocity_nonempty","tests.component","Wed May 06 12:57:35 UTC 2026","passed","Wed May 06 12:57:35 UTC 2026","","test_report_html","",""
"","0","test_md_dau_shows_role_in_table","tests.component","Wed May 06 12:57:34 UTC 2026","passed","Wed May 06 12:57:34 UTC 2026","","test_dau_report","",""
"Save button stays disabled when Test Connection returns an error.","315","test_save_remains_disabled_after_failed_test_connection[chromium]","tests.e2e","Wed May 06 12:58:42 UTC 2026","passed","Wed May 06 12:58:42 UTC 2026","","test_e2e_connection","",""
"","1","test_setup_logging_attaches_file_handler","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_logging_setup","",""
"","0","test_build_schema_from_fields_detects_story_points_by_name","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_schema","",""
"When server returns '***' for token, placeholder text changes to indicate a saved token.","151","test_token_placeholder_updated_when_server_token_exists[chromium]","tests.e2e","Wed May 06 12:58:39 UTC 2026","passed","Wed May 06 12:58:39 UTC 2026","","test_e2e_connection","",""
"Token values containing '=' must survive a write/read cycle.","2","test_token_with_equals_sign_round_trip","tests.component","Wed May 06 12:58:04 UTC 2026","passed","Wed May 06 12:58:04 UTC 2026","TestPostConfig","test_server_config","",""
"","0","test_import_app_jira_client","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_imports","",""
"","0","test_ai_trend_fallback_no_labels_yields_zero","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_metrics","",""
"","1","test_log_file_format","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_logging_setup","",""
"'Settings saved' flash appears after clicking Save.","344","test_save_shows_flash_confirmation[chromium]","tests.e2e","Wed May 06 12:58:44 UTC 2026","passed","Wed May 06 12:58:45 UTC 2026","","test_e2e_connection","",""
"","0","test_sprint_factory_has_keys_used_by_ai_trend","tests.component","Wed May 06 12:57:34 UTC 2026","passed","Wed May 06 12:57:34 UTC 2026","","test_contracts","",""
"POST /api/config must not 404.","1","test_post_config_route_exists","tests.component","Wed May 06 12:58:05 UTC 2026","passed","Wed May 06 12:58:05 UTC 2026","TestPostConfig","test_server_config","",""
"Submit button stays disabled with 2 of 3 fields and enables at 3 of 3.","90","test_submit_enabled_only_when_all_fields_are_valid[chromium]","tests.e2e","Wed May 06 12:58:29 UTC 2026","passed","Wed May 06 12:58:29 UTC 2026","","test_dau_survey_ui","",""
"","0","test_bar_chart_present_when_velocity_nonzero","tests.component","Wed May 06 12:57:36 UTC 2026","passed","Wed May 06 12:57:36 UTC 2026","","test_report_md","",""
"","1","test_test_connection_empty_body","tests.component","Wed May 06 12:57:40 UTC 2026","passed","Wed May 06 12:57:40 UTC 2026","","test_server","",""
"Saved PEM bundle includes the leaf cert followed by the certifi CA store.","1","test_fetch_cert_bundle_contains_certifi_cas","tests.integration","Wed May 06 12:57:32 UTC 2026","passed","Wed May 06 12:57:32 UTC 2026","","test_fetch_ssl_cert","",""
"","1","test_ai_usage_action_breakdown","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_metrics","",""
"Only done_statuses in board_statuses; in_progress falls back to default.","1","test_build_schema_from_fields_partial_board_statuses_only_done","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_schema","",""
"When get_filter_jql() returns a JQL, config.JIRA_FILTER_JQL is not used.","1","test_fetch_kanban_data_filter_id_jql_takes_precedence_over_config_jql","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_jira_client","",""
"","1","test_velocity_row_has_required_keys","tests.component","Wed May 06 12:57:34 UTC 2026","passed","Wed May 06 12:57:34 UTC 2026","","test_contracts","",""
"Project type selection persists across page reloads via localStorage (RG-PT-004).","566","test_project_type_persists_in_localstorage[chromium]","tests.e2e","Wed May 06 12:59:17 UTC 2026","passed","Wed May 06 12:59:18 UTC 2026","","test_e2e_ui","",""
"","1","test_test_connection_missing_fields","tests.component","Wed May 06 12:57:38 UTC 2026","passed","Wed May 06 12:57:38 UTC 2026","","test_server","",""
"5.0 + 3.5 + 1.5 = 10.0 / 3 ≈ 3.33","1","test_mixed_scores_correct_avg","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_dau_metrics","",""
"","0","test_delete_schema_refuses_default","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_schema","",""
"When /api/cert-status reports a valid cert, the badge shows 'Valid'.","132","test_cert_status_badge_valid_cert[chromium]","tests.e2e","Wed May 06 12:59:15 UTC 2026","passed","Wed May 06 12:59:16 UTC 2026","","test_e2e_ui","",""
"Editing the token field after a successful test resets connectedOk and disables Save.","324","test_save_disabled_after_editing_token_following_success[chromium]","tests.e2e","Wed May 06 12:58:43 UTC 2026","passed","Wed May 06 12:58:44 UTC 2026","","test_e2e_connection","",""
"DELETE /api/schemas?name=<default> refuses deletion.","2","test_delete_default_schema_returns_400","tests.component","Wed May 06 12:57:53 UTC 2026","passed","Wed May 06 12:57:53 UTC 2026","","test_server","",""
"","0","test_is_done_missing_fields","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_metrics","",""
"Clear button empties the log output panel.","4712","test_log_clear_button[chromium]","tests.e2e","Wed May 06 12:59:10 UTC 2026","passed","Wed May 06 12:59:15 UTC 2026","","test_e2e_ui","",""
"GET /api/schemas?name=<default> returns the full schema.","1","test_get_schema_by_name","tests.component","Wed May 06 12:57:48 UTC 2026","passed","Wed May 06 12:57:48 UTC 2026","","test_server","",""
"","6","test_delete_schema_removes_existing_file","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_server_handlers","",""
"","2","test_validate_config_missing_token","tests.unit","Wed May 06 12:57:27 UTC 2026","passed","Wed May 06 12:57:27 UTC 2026","","test_config","",""
"When JIRA_API_TOKEN is saved on the server ('***') and the user leaves the token field
    empty, Test Connection proceeds (hasServerToken=true bypasses the empty-token guard) and
    Save POSTs '***' as JIRA_API_TOKEN — signaling the server to keep the existing stored token.
    ","335","test_save_with_server_token_sends_star_token[chromium]","tests.e2e","Wed May 06 12:58:45 UTC 2026","passed","Wed May 06 12:58:46 UTC 2026","","test_e2e_connection","",""
"Files in a nested subdirectory of raw_dir are discovered and processed.","1","test_nested_folders_are_traversed","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_dau_normalizer","",""
"JFM-P-011: /api/generate?filter=<slug> exports filter.params.schema_name as JIRA_SCHEMA_NAME.

    The filter's schema_name must win over defaults.env values and be visible to main.py.
    ","7","test_generate_exports_filter_schema_name_to_subprocess","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_server_handlers","",""
"","0","test_ai_usage_empty_labels","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_metrics","",""
"","22","test_validate_config_all_missing","tests.unit","Wed May 06 12:57:27 UTC 2026","passed","Wed May 06 12:57:27 UTC 2026","","test_config","",""
"When estimation_type=JiraTickets, each done issue counts as 1 regardless of SP.","0","test_ai_trend_jira_tickets_mode_counts_issues_not_story_points","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_metrics","",""
"After Save, field values are stored in localStorage.","346","test_save_persists_values_to_localstorage[chromium]","tests.e2e","Wed May 06 12:58:46 UTC 2026","passed","Wed May 06 12:58:47 UTC 2026","","test_e2e_connection","",""
"","1","test_duplicate_key_only_first_occurrence_replaced","tests.component","Wed May 06 12:57:55 UTC 2026","passed","Wed May 06 12:57:55 UTC 2026","TestWriteEnvFields","test_server_config","",""
"Invalid URL: Test Connection still proceeds but Jira call fails; Save remains disabled.","536","test_validation_error_invalid_url[chromium]","tests.e2e","Wed May 06 12:59:01 UTC 2026","passed","Wed May 06 12:59:02 UTC 2026","","test_e2e_ui","",""
"","1","test_velocity_value_present","tests.component","Wed May 06 12:57:36 UTC 2026","passed","Wed May 06 12:57:36 UTC 2026","","test_report_md","",""
"When resolutiondate is set it takes priority over updated for week grouping.","1","test_fetch_kanban_data_prefers_resolutiondate_over_updated","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_jira_client","",""
"ArrowDown key moves selection from the first to the second radio card.","48","test_radio_card_keyboard_navigation[chromium]","tests.e2e","Wed May 06 12:58:30 UTC 2026","passed","Wed May 06 12:58:30 UTC 2026","","test_dau_survey_ui","",""
"All three tab buttons are present in the tab bar.","104","test_all_three_tabs_visible[chromium]","tests.e2e","Wed May 06 12:58:59 UTC 2026","passed","Wed May 06 12:58:59 UTC 2026","","test_e2e_ui","",""
"","0","test_compute_velocity_sprint_absent_from_issues_dict","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_metrics","",""
"A record without 'week' gets it derived from 'timestamp'.","1","test_load_dau_records_derives_week_from_timestamp","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_dau_metrics","",""
"","3","test_env_path_points_to_project_root","tests.unit","Wed May 06 12:57:27 UTC 2026","passed","Wed May 06 12:57:27 UTC 2026","","test_config","",""
"Badge shows 'Error' and mentions authentication failure for a 401 response.","303","test_badge_shows_error_on_401[chromium]","tests.e2e","Wed May 06 12:58:40 UTC 2026","passed","Wed May 06 12:58:41 UTC 2026","","test_e2e_connection","",""
"","30","test_ai_usage_cases_canvas_present","tests.component","Wed May 06 12:57:35 UTC 2026","passed","Wed May 06 12:57:35 UTC 2026","","test_report_html","",""
"","0","test_get_story_points_nested_value_dict","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_metrics","",""
"","0","test_empty_raw_dir_creates_normalized_dir_and_returns_zero","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_dau_normalizer","",""
"","0","test_dedup_mixed_unique_and_duplicate","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_metrics","",""
"The API Token label has a visible red asterisk.","158","test_required_star_visible_on_token_label[chromium]","tests.e2e","Wed May 06 12:58:38 UTC 2026","passed","Wed May 06 12:58:38 UTC 2026","","test_e2e_connection","",""
"","30","test_html_dau_trend_absent_when_empty","tests.component","Wed May 06 12:57:35 UTC 2026","passed","Wed May 06 12:57:35 UTC 2026","","test_dau_report","",""
"_handle_delete_filter('default_jira_filter') returns ok=False.","7","test_delete_default_filter_is_blocked","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_filter_handlers","",""
"'New Schema' → edit → Save persists and the new name appears in the dropdown.","316","test_schema_save_round_trip[chromium]","tests.e2e","Wed May 06 12:58:58 UTC 2026","passed","Wed May 06 12:58:58 UTC 2026","","test_e2e_schema_ui","",""
"fetch_kanban_data() combines JIRA_FILTER_JQL with updated constraint when JIRA_FILTER_ID absent.","1","test_fetch_kanban_data_uses_config_filter_jql_as_fallback","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_jira_client","",""
"","32","test_html_has_dau_trend_section","tests.component","Wed May 06 12:57:35 UTC 2026","passed","Wed May 06 12:57:35 UTC 2026","","test_dau_report","",""
"","0","test_fetch_sprint_data_passes_filter_jql_to_each_sprint","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_jira_client","",""
"Updating JIRA_URL must not disturb JIRA_EMAIL or JIRA_API_TOKEN.","1","test_preserves_other_credential_keys_when_updating_url","tests.component","Wed May 06 12:57:55 UTC 2026","passed","Wed May 06 12:57:55 UTC 2026","TestWriteEnvFields","test_server_config","",""
"Editing the URL field after a successful test resets connectedOk and disables Save.","324","test_save_disabled_after_editing_url_following_success[chromium]","tests.e2e","Wed May 06 12:58:42 UTC 2026","passed","Wed May 06 12:58:43 UTC 2026","","test_e2e_connection","",""
"Clicking submit replaces the form with the confirmation screen.","133","test_submit_hides_form_and_shows_confirmation[chromium]","tests.e2e","Wed May 06 12:58:30 UTC 2026","passed","Wed May 06 12:58:30 UTC 2026","","test_dau_survey_ui","",""
"","30","test_html_dau_section_absent_when_no_responses","tests.component","Wed May 06 12:57:34 UTC 2026","passed","Wed May 06 12:57:34 UTC 2026","","test_dau_report","",""
"","0","test_compute_velocity_custom_field_and_statuses","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_metrics","",""
"","1","test_get_schema_found","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_schema","",""
"","2","test_validate_config_warns_trailing_slash","tests.unit","Wed May 06 12:57:27 UTC 2026","passed","Wed May 06 12:57:27 UTC 2026","","test_config","",""
"","0","test_delete_schema_removes_entry","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_schema","",""
"","2","test_ai_assisted_label_default","tests.unit","Wed May 06 12:57:27 UTC 2026","passed","Wed May 06 12:57:27 UTC 2026","","test_config","",""
"","30","test_date_present","tests.component","Wed May 06 12:57:35 UTC 2026","passed","Wed May 06 12:57:35 UTC 2026","","test_report_html","",""
"Switching back to '— New filter —' unhides the name input and clears every param field.","173","test_new_filter_option_resets_form[chromium]","tests.e2e","Wed May 06 12:58:55 UTC 2026","passed","Wed May 06 12:58:56 UTC 2026","","test_e2e_filters","",""
"Save button becomes enabled after all fields filled and Test Connection succeeds.","313","test_save_enabled_after_successful_test_connection[chromium]","tests.e2e","Wed May 06 12:58:42 UTC 2026","passed","Wed May 06 12:58:42 UTC 2026","","test_e2e_connection","",""
"_build_jql_from_params() produces correct JQL clauses for each param combination.","6","test_build_jql_from_params[params0-project = PROJ-None]","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_filter_handlers","",""
"A token value that contains '=' characters must be stored verbatim.","1","test_token_with_equals_in_value","tests.component","Wed May 06 12:57:55 UTC 2026","passed","Wed May 06 12:57:55 UTC 2026","TestWriteEnvFields","test_server_config","",""
"Reset clears role and radio selection; username remains (per DAU-F-003).","185","test_new_survey_button_clears_role_and_usage_but_keeps_username[chromium]","tests.e2e","Wed May 06 12:58:33 UTC 2026","passed","Wed May 06 12:58:33 UTC 2026","","test_dau_survey_ui","",""
"","0","test_fetch_cert_parses_custom_port","tests.integration","Wed May 06 12:57:32 UTC 2026","passed","Wed May 06 12:57:32 UTC 2026","","test_fetch_ssl_cert","",""
"Badge shows 'Certificate expired' (error) when cert exists but valid=false.","157","test_cert_badge_shows_expired_when_cert_invalid[chromium]","tests.e2e","Wed May 06 12:58:49 UTC 2026","passed","Wed May 06 12:58:49 UTC 2026","","test_e2e_connection","",""
"A local JIRA_FILTER_JQL with ORDER BY is normalised before being wrapped in parens.","0","test_fetch_kanban_data_strips_order_by_from_local_filter_jql","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_jira_client","",""
"","0","test_is_done[done-True]","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_metrics","",""
"validate_cert() returns the full set of keys consumed by _handle_cert_status.","42","test_validate_cert_response_has_all_keys_when_valid","tests.component","Wed May 06 12:57:34 UTC 2026","passed","Wed May 06 12:57:34 UTC 2026","","test_contracts","",""
"","0","test_get_filter_jql_valid","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_jira_client","",""
"Clicking Remove on a user filter calls DELETE and re-renders the list without that entry.","322","test_remove_filter_updates_list[chromium]","tests.e2e","Wed May 06 12:58:54 UTC 2026","passed","Wed May 06 12:58:54 UTC 2026","","test_e2e_filters","",""
"","0","test_is_done[Complete-True]","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_metrics","",""
"Changing #filter-schema-select leaves localStorage.jira_schema_name untouched.","146","test_filter_builder_schema_does_not_write_localstorage[chromium]","tests.e2e","Wed May 06 12:58:56 UTC 2026","passed","Wed May 06 12:58:56 UTC 2026","","test_e2e_filters","",""
"","323","test_generate_returns_sse_content_type","tests.component","Wed May 06 12:57:41 UTC 2026","passed","Wed May 06 12:57:42 UTC 2026","","test_server","",""
"python main.py --clean → exit 0.","459","test_cli_clean_via_subprocess","tests.integration","Wed May 06 12:57:30 UTC 2026","passed","Wed May 06 12:57:31 UTC 2026","","test_cli_server","",""
"POST with fields not being an object returns 400.","7","test_post_schema_requires_dict_fields","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_server_handlers","",""
"Second POST with the same name returns updated=True and replaces the entry in-place.","14","test_post_filter_updates_existing_entry","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_filter_handlers","",""
"","1","test_project_type_kanban","tests.unit","Wed May 06 12:57:27 UTC 2026","passed","Wed May 06 12:57:27 UTC 2026","","test_config","",""
"","1","test_is_done[Released-False]","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_metrics","",""
"","0","test_get_field_id","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_schema","",""
"","1","test_post_unknown_returns_404","tests.component","Wed May 06 12:57:41 UTC 2026","passed","Wed May 06 12:57:41 UTC 2026","","test_server","",""
"Credentials must NOT appear embedded in the url parameter.","1","test_create_client_no_credentials_in_url_kwarg","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_jira_client","",""
"","31","test_file_created","tests.component","Wed May 06 12:57:35 UTC 2026","passed","Wed May 06 12:57:35 UTC 2026","","test_report_html","",""
"2026-04-06 (Monday) starts 2026-W15.","0","test_derive_iso_week_week_boundary","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_dau_normalizer","",""
"Username and password must be passed as separate kwargs, not embedded anywhere else.","0","test_create_client_credentials_in_auth_kwargs_only","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_jira_client","",""
"Test Connection with empty fields shows error in badge.","179","test_test_connection_missing_fields[chromium]","tests.e2e","Wed May 06 12:59:02 UTC 2026","passed","Wed May 06 12:59:02 UTC 2026","","test_e2e_ui","",""
"","6","test_get_schema_detail_returns_saved_schema_json","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_server_handlers","",""
"","1","test_empty_body_is_noop_and_returns_ok","tests.component","Wed May 06 12:58:03 UTC 2026","passed","Wed May 06 12:58:03 UTC 2026","TestPostConfig","test_server_config","",""
"","7","test_resolve_report_path_rejects_path_traversal","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_server_handlers","",""
"Second POST with the same schema_name returns updated:true.","2","test_post_schema_updates_existing","tests.component","Wed May 06 12:57:52 UTC 2026","passed","Wed May 06 12:57:52 UTC 2026","","test_server","",""
"","31","test_filter_name_shown_when_present","tests.component","Wed May 06 12:57:35 UTC 2026","passed","Wed May 06 12:57:35 UTC 2026","","test_report_html","",""
"","30","test_ai_usage_tools_canvas_present","tests.component","Wed May 06 12:57:35 UTC 2026","passed","Wed May 06 12:57:35 UTC 2026","","test_report_html","",""
"","1","test_load_dau_records_empty_dir","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_dau_metrics","",""
"","0","test_md_dau_section_absent_when_no_responses","tests.component","Wed May 06 12:57:34 UTC 2026","passed","Wed May 06 12:57:34 UTC 2026","","test_dau_report","",""
"#filter-schema-select is populated from /api/schemas and defaults to Default_Jira_Cloud.","148","test_filter_schema_dropdown_populated_on_load[chromium]","tests.e2e","Wed May 06 12:58:54 UTC 2026","passed","Wed May 06 12:58:55 UTC 2026","","test_e2e_filters","",""
"","0","test_get_story_points_with_custom_field","tests.unit","Wed May 06 12:57:29 UTC 2026","passed","Wed May 06 12:57:29 UTC 2026","","test_metrics","",""
"","225","test_test_connection_http_error","tests.component","Wed May 06 12:57:40 UTC 2026","passed","Wed May 06 12:57:40 UTC 2026","","test_server","",""
"JIRA_API_TOKEN, JIRA_EMAIL, and JIRA_URL values must never appear in logs.","1","test_credentials_not_in_log_output","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_logging_setup","",""
"Run tools/fetch_ssl_cert.py as a subprocess with no JIRA_URL -> should exit 1.","66","test_fetch_cert_subprocess_smoke","tests.integration","Wed May 06 12:57:32 UTC 2026","passed","Wed May 06 12:57:32 UTC 2026","","test_fetch_ssl_cert","",""
"Metric toggle state persists across page reloads via localStorage (RG-MT-005).","1080","test_metric_toggles_persist_in_localstorage[chromium]","tests.e2e","Wed May 06 12:59:19 UTC 2026","passed","Wed May 06 12:59:20 UTC 2026","","test_e2e_ui","",""
"LOG_LEVEL env var (set in config/defaults.env or .env) overrides the default.","1","test_setup_logging_level_configurable_via_env[  WARNING  -30]","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_logging_setup","",""
"JQL without ORDER BY is returned verbatim.","0","test_get_filter_jql_no_order_by_unchanged","tests.unit","Wed May 06 12:57:28 UTC 2026","passed","Wed May 06 12:57:28 UTC 2026","","test_jira_client","",""
